ID;language;definiendum;definition source;definition;
A2.0011;EN;blue hole;White and Culver, 2012 po Mylroie et al., 1995;"Blue holes are defined as subsurface voids that are developed in carbonate banks and islands; are open to the Earth’s surface; contain tidally-influenced waters of fresh, marine, or mixed chemistry; extend below sea level for a majority of their depth; and may provide access to submerged cave passages.";
A2.0011;EN;blue hole;Ford and Williams, 2007;Shaft-like depressions deeply flooded by seawater in low-lying coral islands are known as blue holes.;
A2.0012;EN;marginal cave;White and Culver, 2012 po Riedl, 1966;Riedl defined the marginal cave by its position at the sea coast, the presence of brackish water, and the presence of troglobiotic species in it, but he also supposed that the origin of such caves was due to wave action and their gradual loss of connection to the sea.;
A2.0013;EN;network cave;White and Culver, 2012;Network caves are angular grids of intersecting passages formed by widening of nearly all major fractures within favorable areas of soluble rocks.;
A2.0013;HR;mreža špilja;Vrbanac, 2013;mreža špilja : 1 Špilja koja se sastoji od kanala koji su na više mjesta međusobno spojeni, uglavnom vodećim pukotinama. 2 Špilja u kojoj se kanali sijeku poput rešetke.;
A2.0014;EN;bamboo;White and Culver, 2012;A particular type of ice stalagmite, known as bamboo or thermoindicator, consists of successions of perfectly transparent ice knobs and narrow sections of opaque ice.;
A2.0014;EN;thermoindicator;White and Culver, 2012;A particular type of ice stalagmite, known as bamboo or thermoindicator, consists of successions of perfectly transparent ice knobs and narrow sections of opaque ice.;
A2.0015;EN;scallop;Knez and Slabe, 2016;Scallops are shallow niches, up to a few cm long, that are shaped by eddies.;
A2.0015;EN;scallop;Monroe, 1970;scallop :  Oval hollow having an asymmetric cross section along its main axis. Scallops form patterns on tl e walls of caves and in streambeds and were used by Bretz to determine direction of flow of turbulent water, since they are steeper on the upstream side. Commonly called flutes in America.;
A2.0015;EN;scallop;White and Culver, 2012;Scallops are spoon-shaped hollows.;
A2.0015;HR;zdjelica;Vrbanac, 2013;"zdjelica : U speleologiji, jedna od mozaičkih malih plitkih presječnih udubina formiranih na površini
topive stijene turbulentnim rastvaranjem. Strmije su na uzvodnoj strani, a manjih dimenzija su formirane bržom
protočnom vodom. ";
A2.0016;EN;anastamose;White and Culver, 2012;"The term anastamose refers to a reticulate pattern (such as in the veins of a leaf); in caves it applies to a pattern of interweaving channels.";
A2.0017;EN;pendant;White and Culver, 2012;Pendants are positive forms hanging from passage ceilings, typically B10 — 100 cm in dimension.;
A2.0017;HR;luster;Vrbanac, 2013;luster : Izbočina glatke površine koja, kao ostatak otapanja, visi sa svoda ili stijenke špilje. Obično se javlja u grupama. ;
A2.0018;EN;cupola;White and Culver, 2012;Cupolas are characteristic features of thermal caves.;
A2.0019;EN;room ;White and Culver, 2012;"A room is a type of passage that is wide relative to its length; rooms often form where passages intersect and are circular, oval, or irregular in shape.";
A2.0019;HR;prostorija;Vrbanac, 2013;prostorija : U speleologiji, širi dio špilje nego što je kanal, ali ne toliko velik kao komora. Česta na raskršću;
A2.0020;EN;pit;White and Culver, 2012;Pits are the ultimate form of vadose passage.;
A2.0020;HR;okno;Vrbanac, 2013;okno : Vertikalno okno u špilji koje se može ili ne mora protezati sve do površine.;
A2.0020;EN;pit;Monroe, 1970;pit :  A deep hole, generally circular in outline, having vertical or nearly vertical walls.;
A2.0021;EN;cave system;Gillieson, 1996;cave system - a collection of caves interconnected by enterable passages or linked hydrologically or a cave with an extensive complex of chambers and passages.;
A2.0021;EN;cave system;White and Culver, 2012;A cave system is a group of several interconnected caves explored separately and later joined by the discovery of interconnecting passages.;
A2.0021;HR;špiljski sustav;Vrbanac, 2013;špiljski sustav : 1 Grupa špilja koje su međusobno spojene ili hidrološki povezane. 2 Velika špilja s prostranim kompleksom dvorana i kanala.;
A2.0022;EN;vertical through structure;White and Culver, 2012;Fossil vertically extended collapse features known as breccia pipes, collapse columns, or geologic organs, and also termed vertical through structures, are a common by-product of hypogene speleogenesis in a variety of geological settings.;
A2.0023;EN;straw;Gillieson, 1996;straw - a long, thin-walled tubular stalactite less than about 1em in diameter.;
A2.0023;EN;straw stalactite;Monroe, 1970;"straw stalactite :  Thin tubular stalactite, generally less than a centimeter in diameter and of very great length  ; also called soda straw.";
A2.0023;EN;soda straw;Monroe, 1970;"straw stalactite :  Thin tubular stalactite, generally less than a centimeter in diameter and of very great length  ; also called soda straw.";
A2.0023;EN;straw stalactite;White and Culver, 2012;Straw stalactites are hollow tubes, about 5 mm in diameter, and are often very coarsely crystalline with the straw axis corresponding to the c-axis direction of the calcite crystals.;
A2.0023;EN;soda straws;White and Culver, 2012;Soda straws are speleothems generated by axial feeding, and characterized by a central canal with constant diameter and by a wall structure that is controlled by geometric selection during growth on the meniscus of a drip.;
A2.0023;SL;cevčica;Gams et al., 1973;cevčica, makaroni: Stalaktit oblike cevčice oziroma slame.;
A2.0023;SL;makaroni;Gams et al., 1973;cevčica, makaroni: Stalaktit oblike cevčice oziroma slame.;
A2.0023;HR;slamka;Vrbanac, 2013;"slamka : Dugi, cijevasti stalaktit tankih stijenki čiji su izduženi minerali taloženi na donjem vrhu iz vode
koja kapa kroz šuplju unutrašnjost stalaktita.";
A2.0024;EN;helictite;Gillieson, 1996;helictite - a speleothem, which at one or more stages of its growth changes its axis from the vertical to give a curving or angular form.;
A2.0024;EN;helictite;White and Culver, 2012;Helictites are an erratic stalactite-like form that occurs when seepage rates are too slow for complete drops to form.;
A2.0024;SL;ekscentrična tvorba;Gams et al., 1973;ekscentrična tvorba, heliktit: Nenavadno zavit kapnik, katerega oblika ni pogojena z gravitacijo, temveč z drugimi (kristalnimi itd.) silami. Angleška in francoska literatura označujeta stoječe kapnike (stalagmite) takih oblik kot helegmite. Zaradi enosmernega zračnega toka poševno zrasli stalaktit je anemolit.;
A2.0024;SL;heliktit;Gams et al., 1973;ekscentrična tvorba, heliktit: Nenavadno zavit kapnik, katerega oblika ni pogojena z gravitacijo, temveč z drugimi (kristalnimi itd.) silami. Angleška in francoska literatura označujeta stoječe kapnike (stalagmite) takih oblik kot helegmite. Zaradi enosmernega zračnega toka poševno zrasli stalaktit je anemolit.;
A2.0024;HR;heliktit;Vrbanac, 2013;"heliktit : Savijene prutičaste špiljske naslage, obično od kalcita ili aragonita, koje se razvijaju
na slobodnom kraju taloženjem iz vode koja izvire iz gotovo mikroskopskog središnjeg kanala.";
A2.0024;HR;heliktit;Roglić, 1973;heliktit – sigasta tvorevina, prvenstveno stalaktit, koja je razvijena u obliku složenih grančica i radijalnih stupčića. Ti složeni oblici redovito nastaju pri kristaliziranju aragonita (v.), a ima i kalcitnih. Posebni uvjeti kristaliziranja su utjecali na razvoj.;
A2.0024;EN;helictite;Monroe, 1970;helictite :  A curved or angular twiglike lateral projection of calcium carbonate having a tiny central canal, found in caves. Synonym: eccentric stalactite.;
A2.0024;EN;eccentric stalactite;Monroe, 1970;helictite :  A curved or angular twiglike lateral projection of calcium carbonate having a tiny central canal, found in caves. Synonym: eccentric stalactite.;
A2.0024;HR;ekscentrik;Vrbanac, 2013;ekscentrik : Siga neprirodnog oblika ili obilježja.;
A2.0025;EN;cave pearls;Ford and Williams, 2007;Ideal cave pearls are spheres that range ~0.2 to 10 – 15 mm in diameter.;
A2.0025;EN;cave pearl;Gillieson, 1996;cave pearl - a smooth, polished and rounded speleothem found in shallow hollows into which water drips. ;
A2.0025;EN;cave pearl;Monroe, 1970;cave pearl :  Small concretion of calcite or aragonite formed by concentric precipitation around a nucleus. Synonyms, pisolite, pisolith.;
A2.0025;EN;pisolite;Monroe, 1970;cave pearl :  Small concretion of calcite or aragonite formed by concentric precipitation around a nucleus. Synonyms, pisolite, pisolith.;
A2.0025;EN;pisolith;Monroe, 1970;cave pearl :  Small concretion of calcite or aragonite formed by concentric precipitation around a nucleus. Synonyms, pisolite, pisolith.;
A2.0025;EN;cave pearls;White and Culver, 2012;Cave pearls are near-spherical, unattached speleothem hat form in pools agitated by water dripping from considerable heights.;
A2.0025;SL;jamski biser;Gams et al., 1973;jamski biser, pizolit: Droben obrušen kamen ali delček sige, ki ga v mirujoči vodi obrača in brusi nanj kapljajoča voda in (ali) debeli s koncentričnimi skorjami sige.;
A2.0025;SL;pizolit;Gams et al., 1973;jamski biser, pizolit: Droben obrušen kamen ali delček sige, ki ga v mirujoči vodi obrača in brusi nanj kapljajoča voda in (ali) debeli s koncentričnimi skorjami sige.;
A2.0025;HR;špiljski biser;Vrbanac, 2013 po Hill, 1992;špiljski biser : Glatko polirana i zaobljena siga nađena u plitkim šupljinama u koje kaplje voda. Sastoji se od koncentričnih slojeva oko jezgre i karakterizirana je radijalnom kristalnom strukturom.;
A2.0025;HR;pizolit;Roglić, 1973;pizolit – sferična konkrecija sige oko nekog fragmenta (v. sigaste tvorevine).;
A2.0026;EN;stalactite;Gillieson, 1996;stalactite - a speleothem hanging downwards from a roof or wall, of cylindrical or conical form, usually with a central hollow tube.;
A2.0026;EN;stalactite;Monroe, 1970;stalactite :  A cylindrical or conical deposit of minerals, generally calcite, formed by dripping water, hanging from the roof of a cave, generally having a hollow tube at its center. ;
A2.0026;EN;stalactites;White and Culver, 2012;Stalactites are centimeter to meter in scale, hanging from the ceiling and growing toward the cave floor.;
A2.0026;SL;stalaktit;Gams et al., 1973;stalaktit: Viseči kapnik. Po obliki cevast, korenast, kijast, svedrast, itd. ;
A2.0026;HR;stalaktit;Vrbanac, 2013;"stalaktit : Špiljski ukras konična ili cilindrična oblika koji raste sa svoda špilje prema dolje.
Izgrađen od kalcita ili nekih drugih minerala koji se izlučuje iz vode koja kapa. ";
A2.0027;EN;stalagmitic flowstones;White and Culver, 2012;Stalagmitic flowstones are a particular type of stalagmite formed by a thin flowing film of water itself fed by groups of dripping stalactites, and coat the cave floor and walls.;
A2.0028;EN;stagmalite;Monroe, 1970;stagmalite :  A general term including stalactite and stalagmite. Superseded by dripstone.;
A2.0029;EN;stalagmite;Gillieson, 1996;stalagmite - a speleothem projecting vertically upwards from a cave floor and formed by precipitation from drips.;
A2.0029;EN;stalagmite;Monroe, 1970;stalagmite :  A deposit of calcium carbonate rising from the floor of a limestone cave, formed by precipitation from a bicarbonate solution through loss of CO2.;
A2.0029;EN;stalagmites;White and Culver, 2012;Stalagmites are convex deposits that grow upward, commonly fed by an overhanging stalactite, and show flat, rounded, or slightly hollow tops, but not a central canal.;
A2.0029;EN;stalagmit;Stepišnik, 2011;Stalagmiti so sigaste tvorbe, ki zrastejo na tleh iz kapljajoče vode.;
A2.0029;SL;stalagmit;Gams et al., 1973;stalagmit: Stoječi kapnik, po obliki lahko stožcast, valjast, kijast itd.;
A2.0029;HR;stalagmit;Vrbanac, 2013;"stalagmit : Špiljski ukras cilindrična ili konična oblika koji raste s poda špilje prema gore.
Izgrađen od kalcita ili nekih drugih minerala koji se izlučuje iz vode koja kapa.";
A2.0030;EN;static cave;Ford and Williams, 2007;"The static cave is a simple deep hole with no air drainage out of the bottom ; thus it traps cold, dense air and excludes warmer air.";
A2.0030;SL;statična jama;Gams et al., 1973;Statična jama, klimostatična jama: Izraz je iz jamske klimatologije. Pomeni jamo, ki pozimi in poleti zračno slabo komunicira z zunanjim zrakom in so v njej zračne razmere statične. ;
A2.0030;SL;klimostatična jama;Gams et al., 1973;Statična jama, klimostatična jama: Izraz je iz jamske klimatologije. Pomeni jamo, ki pozimi in poleti zračno slabo komunicira z zunanjim zrakom in so v njej zračne razmere statične. ;
A2.0030;HR;aerološki statilna spilja;Roglić, 1973;aerološki statična spilja – podzemna šupljina u kojoj nema zračnih strujanja ni na ulazu ni između pojedinih dijelova.;
A2.0031;EN;pit caves;Gunn, 2004;Pit caves are vertical shafts, 1–2 m in diameter and up to 15 m deep.;
A2.0032;EN;vertical shafts;Gunn, 2004;Vertical shafts are common underground, and are often exposed at the surface, truncated by glaciation and filled with shattered rock and sediment.;
A2.0032;HR;vertikalni šaht;Vrbanac, 2013;"vertikalni šaht : Kod špilje, zaobljeni vertikalni kanal ili visoka dvorana, karakterizirana
vertikalnim brazdama otapanja na zidovima i kapanjem vode.";
A2.0032;EN;sotano;Monroe, 1970;sotano :   Term used in Mexico for deep vertical shafts in limestone, which may or may not lead to a cave.;
A2.0032;HR;sótano;Vrbanac, 2013;sótano : U Meksiku, duboki vertikalni ponor u kršu koji može ali i ne mora voditi u špilju.;
A2.0033;EN;chandelier stalactites;Gunn, 2004;A spectacular form of gypsum is “chandelier” stalactites, such as those that occur in Lechuguilla Cave, New Mexico.;
A2.0034;EN;caves without roofs;Gunn, 2004;Caves without roofs are an important paleokarst landform which has only recently attracted scientific attention.;
A2.0035;EN;spongework mazes;Gunn, 2004;“Spongework mazes” are irregular cavities enlarged from primary pores, which interconnect in a three-dimensional array like the holes in a sponge.;
A2.0036;EN;pseudokarstic caves;Gunn, 2004;Pseudokarstic caves are natural underground spaces, large enough to enter and investigate, extending beyond daylight, and produced by some process other than dissolution.;
A2.0037;EN;moonmilk;Gillieson, 1996;moonmilk - a soft, white plastic speleothem consisting of calcite, hydrocalcite, hydromagnesite or huntite.;
A2.0037;EN;moonmilk;Gunn, 2004;Moonmilk is a precipitate that seems to be originated by microbiological reactions.;
A2.0037;EN;moon milk;Monroe, 1970;moon milk :  A white plastic calcareous cave deposit composed of calcite, huntite, or magnesite. From Swiss dialect moon- milch, elf's milk. Corrupt spelling mondmilch is common.;
A2.0037;SL;jamsko mleko;Gams et al., 1973;jamsko mleko, gorsko mleko: Lahka usedlina iz kalcita, huntita ali magnezija, pri katere nastanku so sodelovali mikroorganizmi. Mokro je pastozno, suho pa krhko.;
A2.0037;SL;gorsko mleko;Gams et al., 1973;jamsko mleko, gorsko mleko: Lahka usedlina iz kalcita, huntita ali magnezija, pri katere nastanku so sodelovali mikroorganizmi. Mokro je pastozno, suho pa krhko.;
A2.0037;HR;špiljsko mlijeko;Vrbanac, 2013;špiljsklo mlijeko : Kriptokristalasta tvar bijele boje koja formira sige. Normalno je izgrađena od karbonatnih minerala i koja, kada je vlažna, na opip sliči kremi od sira, a kada je suha finom puderu. Može se sastojati od kalcita, hidromagnezita, neskuehonita, huntita, aragonita, magnezita ili dolomita. ;
